"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check","id.1","wides","legbyes","noballs","byes","odi_no.1","check.1","id.2","batsman.1","extras","total","odi_no.2","check.2","id.3","fielders","kind","player_out","odi_no.3","check.3","X","X.1","X.2"
"322169","338603","12.2","1186",155,1150,2,"Pakistan",338609,-1,-1,3043,"none",0,NA,NA,NA,NA,NA,NA,NA,338609,4,0,4,3043,0,NA,NA,"","","","",NA,NA,NA
"322170","338604","12.3","1186",155,1150,2,"Pakistan",338610,-1,-1,3043,"none",0,NA,NA,NA,NA,NA,NA,NA,338610,0,0,0,3043,0,NA,NA,"","","","",NA,NA,NA
"322171","338605","12.4","1186",155,1150,2,"Pakistan",338611,-1,-1,3043,"none",0,NA,NA,NA,NA,NA,NA,NA,338611,0,0,0,3043,0,NA,NA,"","","","",NA,NA,NA
"322172","338606","12.5","1186",155,1150,2,"Pakistan",338612,-1,9108,3043,"none",0,NA,NA,NA,NA,NA,NA,NA,338612,0,0,0,3043,0,NA,NA,"","","","",NA,NA,NA
"393085","426651","1.1","1186",1775,1289,2,"Pakistan",426658,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427584,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393086","426652","1.2","1186",1775,1289,2,"Pakistan",426659,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427585,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393087","426653","1.3","1186",1775,1289,2,"Pakistan",426660,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427586,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393088","426654","1.4","1186",1775,1289,2,"Pakistan",426661,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427587,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393089","426655","1.5","1186",1775,1289,2,"Pakistan",426662,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427588,4,0,4,2534,1,NA,NA,"","","","",NA,NA,NA
"393090","426656","1.6","1186",1775,1289,2,"Pakistan",426663,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427589,0,1,1,2534,1,NA,NA,"","","","",NA,NA,NA
"393097","426663","3.1","1186",1775,1289,2,"Pakistan",426670,15968,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427596,1,0,1,2534,1,NA,NA,"","","","",NA,NA,NA
"393101","426667","3.5","1186",1775,1289,2,"Pakistan",426674,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427600,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393103","426669","4.1","1186",1743,1288,2,"Pakistan",426676,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427602,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393104","426670","4.2","1186",1743,1288,2,"Pakistan",426677,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427603,2,0,2,2534,1,NA,NA,"","","","",NA,NA,NA
"393105","426671","4.3","1186",1743,1288,2,"Pakistan",426678,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427604,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393106","426672","4.4","1186",1743,1288,2,"Pakistan",426679,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427605,1,0,1,2534,1,NA,NA,"","","","",NA,NA,NA
"393107","426673","4.5","1186",1743,1288,2,"Pakistan",426680,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427606,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393108","426674","4.6","1186",1743,1288,2,"Pakistan",426681,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427607,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393115","426681","6.1","1186",1743,1288,2,"Pakistan",426688,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427614,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393116","426682","6.2","1186",1743,1288,2,"Pakistan",426689,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427615,4,0,4,2534,1,NA,NA,"","","","",NA,NA,NA
"393117","426683","6.3","1186",1743,1288,2,"Pakistan",426690,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427616,2,0,2,2534,1,NA,NA,"","","","",NA,NA,NA
"393118","426684","6.4","1186",1743,1288,2,"Pakistan",426691,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427617,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393119","426685","6.5","1186",1743,1288,2,"Pakistan",426692,15969,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427618,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393123","426689","7.3","1186",1775,1288,2,"Pakistan",426696,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427622,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393124","426690","7.4","1186",1775,1288,2,"Pakistan",426697,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427623,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393125","426691","7.5","1186",1775,1288,2,"Pakistan",426698,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427624,0,1,1,2534,1,NA,NA,"","","","",NA,NA,NA
"393126","426692","7.6","1186",1775,1288,2,"Pakistan",426699,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427625,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393128","426694","8.2","1186",1743,1288,2,"Pakistan",426701,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427627,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393129","426695","8.3","1186",1743,1288,2,"Pakistan",426702,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427628,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393130","426696","8.4","1186",1743,1288,2,"Pakistan",426703,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427629,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"393139","426705","10.1","1186",1743,1288,2,"Pakistan",426712,-1,-1,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427638,1,0,1,2534,1,NA,NA,"","","","",NA,NA,NA
"393141","426707","10.3","1186",1743,1288,2,"Pakistan",426714,-1,11513,2531,"none",1,NA,NA,NA,NA,NA,NA,NA,427640,0,0,0,2534,1,NA,NA,"","","","",NA,NA,NA
"396667","430233","0.2","1186",345,1131,1,"Pakistan",430240,16108,-1,2539,"none",1,NA,NA,NA,NA,NA,NA,NA,431166,0,0,0,2540,1,NA,NA,"","","","",NA,NA,NA
"396668","430234","0.3","1186",345,1131,1,"Pakistan",430241,16109,-1,2539,"none",1,NA,NA,NA,NA,NA,NA,NA,431167,1,0,1,2540,1,NA,NA,"","","","",NA,NA,NA
"396669","430235","0.4","1186",345,1131,1,"Pakistan",430242,-1,-1,2539,"none",1,NA,NA,NA,NA,NA,NA,NA,431168,0,0,0,2540,1,NA,NA,"","","","",NA,NA,NA
"396670","430236","0.5","1186",345,1131,1,"Pakistan",430243,-1,-1,2539,"none",1,NA,NA,NA,NA,NA,NA,NA,431169,4,0,4,2540,1,NA,NA,"","","","",NA,NA,NA
"396671","430237","0.6","1186",345,1131,1,"Pakistan",430244,-1,-1,2539,"none",1,NA,NA,NA,NA,NA,NA,NA,431170,0,0,0,2540,1,NA,NA,"","","","",NA,NA,NA
"396672","430238","0.7","1186",345,1131,1,"Pakistan",430245,-1,-1,2539,"none",1,NA,NA,NA,NA,NA,NA,NA,431171,1,0,1,2540,1,NA,NA,"","","","",NA,NA,NA
"396673","430239","0.8","1186",345,1131,1,"Pakistan",430246,-1,11609,2539,"none",1,NA,NA,NA,NA,NA,NA,NA,431172,0,0,0,2540,1,NA,NA,"","","","",NA,NA,NA
"430113","463679","0.1","1186",1596,1139,2,"Pakistan",463686,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464612,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430120","463686","1.1","1186",1550,1139,2,"Pakistan",463693,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464619,0,1,1,2433,1,NA,NA,"","","","",NA,NA,NA
"430121","463687","1.2","1186",1550,1139,2,"Pakistan",463694,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464620,0,1,1,2433,1,NA,NA,"","","","",NA,NA,NA
"430126","463692","1.7","1186",1550,1139,2,"Pakistan",463699,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464625,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430128","463694","2.2","1186",1596,1139,2,"Pakistan",463701,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464627,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430129","463695","2.3","1186",1596,1139,2,"Pakistan",463702,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464628,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430130","463696","2.4","1186",1596,1139,2,"Pakistan",463703,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464629,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430131","463697","2.5","1186",1596,1139,2,"Pakistan",463704,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464630,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430132","463698","2.6","1186",1596,1139,2,"Pakistan",463705,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464631,0,1,1,2433,1,NA,NA,"","","","",NA,NA,NA
"430140","463706","4.1","1186",1596,1139,2,"Pakistan",463713,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464639,1,0,1,2433,1,NA,NA,"","","","",NA,NA,NA
"430141","463707","4.2","1186",1596,1139,2,"Pakistan",463714,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464640,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430142","463708","4.3","1186",1596,1139,2,"Pakistan",463715,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464641,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430143","463709","4.4","1186",1596,1139,2,"Pakistan",463716,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464642,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430144","463710","4.5","1186",1596,1139,2,"Pakistan",463717,-1,-1,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464643,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"430145","463711","4.6","1186",1596,1139,2,"Pakistan",463718,-1,12534,2431,"none",1,NA,NA,NA,NA,NA,NA,NA,464644,0,0,0,2433,1,NA,NA,"","","","",NA,NA,NA
"432934","466500","0.1","1186",982,1139,2,"Pakistan",466507,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467433,4,0,4,2438,1,NA,NA,"","","","",NA,NA,NA
"432935","466501","0.2","1186",982,1139,2,"Pakistan",466508,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467434,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432936","466502","0.3","1186",982,1139,2,"Pakistan",466509,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467435,3,0,3,2438,1,NA,NA,"","","","",NA,NA,NA
"432937","466503","0.4","1186",982,1139,2,"Pakistan",466510,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467436,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432938","466504","0.5","1186",982,1139,2,"Pakistan",466511,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467437,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432939","466505","0.6","1186",982,1139,2,"Pakistan",466512,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467438,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432944","466510","1.5","1186",895,1139,2,"Pakistan",466517,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467443,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432945","466511","1.6","1186",895,1139,2,"Pakistan",466518,17753,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467444,1,0,1,2438,1,NA,NA,"","","","",NA,NA,NA
"432946","466512","1.7","1186",895,1139,2,"Pakistan",466519,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467445,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432948","466514","2.2","1186",982,1139,2,"Pakistan",466521,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467447,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432949","466515","2.3","1186",982,1139,2,"Pakistan",466522,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467448,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432950","466516","2.4","1186",982,1139,2,"Pakistan",466523,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467449,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432951","466517","2.5","1186",982,1139,2,"Pakistan",466524,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467450,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432953","466519","3.1","1186",895,1139,2,"Pakistan",466526,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467452,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432960","466526","4.1","1186",982,1289,2,"Pakistan",466533,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467459,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432966","466532","5.1","1186",895,1289,2,"Pakistan",466539,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467465,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432967","466533","5.2","1186",895,1289,2,"Pakistan",466540,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467466,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432968","466534","5.3","1186",895,1289,2,"Pakistan",466541,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467467,2,0,2,2438,1,NA,NA,"","","","",NA,NA,NA
"432969","466535","5.4","1186",895,1289,2,"Pakistan",466542,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467468,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432970","466536","5.5","1186",895,1289,2,"Pakistan",466543,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467469,1,0,1,2438,1,NA,NA,"","","","",NA,NA,NA
"432971","466537","5.6","1186",895,1289,2,"Pakistan",466544,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467470,1,0,1,2438,1,NA,NA,"","","","",NA,NA,NA
"432972","466538","6.1","1186",982,1289,2,"Pakistan",466545,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467471,1,0,1,2438,1,NA,NA,"","","","",NA,NA,NA
"432973","466539","6.2","1186",982,1289,2,"Pakistan",466546,17755,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467472,4,0,4,2438,1,NA,NA,"","","","",NA,NA,NA
"432977","466543","6.6","1186",982,1289,2,"Pakistan",466550,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467476,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432978","466544","6.7","1186",982,1289,2,"Pakistan",466551,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467477,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432981","466547","7.3","1186",895,1289,2,"Pakistan",466554,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467480,1,0,1,2438,1,NA,NA,"","","","",NA,NA,NA
"432982","466548","7.4","1186",895,1289,2,"Pakistan",466555,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467481,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432983","466549","7.5","1186",895,1289,2,"Pakistan",466556,17756,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467482,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432984","466550","7.6","1186",895,1289,2,"Pakistan",466557,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467483,4,0,4,2438,1,NA,NA,"","","","",NA,NA,NA
"432987","466553","8.1","1186",982,1289,2,"Pakistan",466560,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467486,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432988","466554","8.2","1186",982,1289,2,"Pakistan",466561,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467487,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432989","466555","8.3","1186",982,1289,2,"Pakistan",466562,17758,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467488,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432990","466556","8.4","1186",982,1289,2,"Pakistan",466563,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467489,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432993","466559","8.7","1186",982,1288,2,"Pakistan",466566,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467492,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432995","466561","9.2","1186",930,1288,2,"Pakistan",466568,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467494,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432996","466562","9.3","1186",930,1288,2,"Pakistan",466569,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467495,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432997","466563","9.4","1186",930,1288,2,"Pakistan",466570,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467496,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432998","466564","9.5","1186",930,1288,2,"Pakistan",466571,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467497,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"432999","466565","9.6","1186",930,1288,2,"Pakistan",466572,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467498,0,1,1,2438,1,NA,NA,"","","","",NA,NA,NA
"433002","466568","10.3","1186",982,1288,2,"Pakistan",466575,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467501,1,0,1,2438,1,NA,NA,"","","","",NA,NA,NA
"433003","466569","10.4","1186",982,1288,2,"Pakistan",466576,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467502,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"433004","466570","10.5","1186",982,1288,2,"Pakistan",466577,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467503,1,0,1,2438,1,NA,NA,"","","","",NA,NA,NA
"433005","466571","10.6","1186",982,1288,2,"Pakistan",466578,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467504,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"433013","466579","12.1","1186",994,1288,2,"Pakistan",466586,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467512,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"433014","466580","12.2","1186",994,1288,2,"Pakistan",466587,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467513,4,0,4,2438,1,NA,NA,"","","","",NA,NA,NA
"433015","466581","12.3","1186",994,1288,2,"Pakistan",466588,-1,-1,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467514,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"433016","466582","12.4","1186",994,1288,2,"Pakistan",466589,-1,12610,2436,"none",1,NA,NA,NA,NA,NA,NA,NA,467515,0,0,0,2438,1,NA,NA,"","","","",NA,NA,NA
"434152","467718","0.1","1186",1404,1139,2,"Pakistan",467725,-1,-1,2438,"none",1,NA,NA,NA,NA,NA,NA,NA,468651,0,0,0,2440,1,NA,NA,"","","","",NA,NA,NA
"434153","467719","0.2","1186",1404,1139,2,"Pakistan",467726,-1,-1,2438,"none",1,NA,NA,NA,NA,NA,NA,NA,468652,0,1,1,2440,1,NA,NA,"","","","",NA,NA,NA
"434156","467722","0.5","1186",1404,1139,2,"Pakistan",467729,-1,-1,2438,"none",1,NA,NA,NA,NA,NA,NA,NA,468655,4,0,4,2440,1,NA,NA,"","","","",NA,NA,NA
"434157","467723","0.6","1186",1404,1139,2,"Pakistan",467730,17812,-1,2438,"none",1,NA,NA,NA,NA,NA,NA,NA,468656,0,0,0,2440,1,NA,NA,"","","","",NA,NA,NA
"434159","467725","1.2","1186",1398,1139,2,"Pakistan",467732,-1,12642,2438,"none",1,NA,NA,NA,NA,NA,NA,NA,468658,1,0,1,2440,1,NA,NA,"","","","",NA,NA,NA
"437393","470959","0.1","1186",1404,1150,2,"Pakistan",470966,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471892,4,0,4,2517,1,NA,NA,"","","","",NA,NA,NA
"437394","470960","0.2","1186",1404,1150,2,"Pakistan",470967,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471893,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437395","470961","0.3","1186",1404,1150,2,"Pakistan",470968,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471894,1,0,1,2517,1,NA,NA,"","","","",NA,NA,NA
"437396","470962","0.4","1186",1404,1150,2,"Pakistan",470969,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471895,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437397","470963","0.5","1186",1404,1150,2,"Pakistan",470970,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471896,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437398","470964","0.6","1186",1404,1150,2,"Pakistan",470971,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471897,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437400","470966","1.2","1186",1398,1150,2,"Pakistan",470973,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471899,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437401","470967","1.3","1186",1398,1150,2,"Pakistan",470974,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471900,2,0,2,2517,1,NA,NA,"","","","",NA,NA,NA
"437404","470970","1.6","1186",1398,1150,2,"Pakistan",470977,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471903,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437405","470971","2.1","1186",1404,1150,2,"Pakistan",470978,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471904,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437406","470972","2.2","1186",1404,1150,2,"Pakistan",470979,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471905,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437407","470973","2.3","1186",1404,1150,2,"Pakistan",470980,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471906,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437408","470974","2.4","1186",1404,1150,2,"Pakistan",470981,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471907,1,0,1,2517,1,NA,NA,"","","","",NA,NA,NA
"437409","470975","2.5","1186",1404,1150,2,"Pakistan",470982,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471908,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437410","470976","2.6","1186",1404,1150,2,"Pakistan",470983,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471909,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437411","470977","3.1","1186",1398,1150,2,"Pakistan",470984,-1,-1,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471910,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"437412","470978","3.2","1186",1398,1150,2,"Pakistan",470985,-1,12725,2506,"none",1,NA,NA,NA,NA,NA,NA,NA,471911,0,0,0,2517,1,NA,NA,"","","","",NA,NA,NA
"438901","472467","0.1","1186",1404,1131,1,"Pakistan",472474,-1,-1,2523,"none",1,NA,NA,NA,NA,NA,NA,NA,473400,0,1,1,2468,1,NA,NA,"","","","",NA,NA,NA
"438902","472468","0.2","1186",1404,1131,1,"Pakistan",472475,-1,-1,2523,"none",1,NA,NA,NA,NA,NA,NA,NA,473401,0,0,0,2468,1,NA,NA,"","","","",NA,NA,NA
"438903","472469","0.3","1186",1404,1131,1,"Pakistan",472476,-1,-1,2523,"none",1,NA,NA,NA,NA,NA,NA,NA,473402,0,0,0,2468,1,NA,NA,"","","","",NA,NA,NA
"438904","472470","0.4","1186",1404,1131,1,"Pakistan",472477,-1,-1,2523,"none",1,NA,NA,NA,NA,NA,NA,NA,473403,4,0,4,2468,1,NA,NA,"","","","",NA,NA,NA
"438905","472471","0.5","1186",1404,1131,1,"Pakistan",472478,-1,-1,2523,"none",1,NA,NA,NA,NA,NA,NA,NA,473404,4,1,5,2468,1,NA,NA,"","","","",NA,NA,NA
"438906","472472","0.6","1186",1404,1131,1,"Pakistan",472479,-1,12767,2523,"none",1,NA,NA,NA,NA,NA,NA,NA,473405,0,0,0,2468,1,NA,NA,"","","","",NA,NA,NA
"442732","476298","0.1","1186",1775,1139,2,"Pakistan",476305,18206,-1,2460,"none",1,NA,NA,NA,NA,NA,NA,NA,477231,0,0,0,2464,1,NA,NA,"","","","",NA,NA,NA
"442733","476299","0.2","1186",1775,1139,2,"Pakistan",476306,-1,12864,2460,"none",1,NA,NA,NA,NA,NA,NA,NA,477232,0,0,0,2464,1,NA,NA,"","","","",NA,NA,NA
"443328","476894","0.1","1186",1775,1139,2,"Pakistan",476901,18240,-1,2463,"none",1,NA,NA,NA,NA,NA,NA,NA,477827,0,0,0,2466,1,NA,NA,"","","","",NA,NA,NA
"443329","476895","0.2","1186",1775,1139,2,"Pakistan",476902,-1,-1,2463,"none",1,NA,NA,NA,NA,NA,NA,NA,477828,0,0,0,2466,1,NA,NA,"","","","",NA,NA,NA
"443330","476896","0.3","1186",1775,1139,2,"Pakistan",476903,-1,-1,2463,"none",1,NA,NA,NA,NA,NA,NA,NA,477829,0,0,0,2466,1,NA,NA,"","","","",NA,NA,NA
"443331","476897","0.4","1186",1775,1139,2,"Pakistan",476904,-1,-1,2463,"none",1,NA,NA,NA,NA,NA,NA,NA,477830,1,0,1,2466,1,NA,NA,"","","","",NA,NA,NA
"443332","476898","0.5","1186",1775,1139,2,"Pakistan",476905,-1,-1,2463,"none",1,NA,NA,NA,NA,NA,NA,NA,477831,4,0,4,2466,1,NA,NA,"","","","",NA,NA,NA
"443333","476899","0.6","1186",1775,1139,2,"Pakistan",476906,-1,-1,2463,"none",1,NA,NA,NA,NA,NA,NA,NA,477832,1,0,1,2466,1,NA,NA,"","","","",NA,NA,NA
