"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check"
"291932","308366","5.1","1186",825,1150,2,"Pakistan",308372,-1,-1,3142,"none",0
"291933","308367","5.2","1186",825,1150,2,"Pakistan",308373,-1,-1,3142,"none",0
"291934","308368","5.3","1186",825,1150,2,"Pakistan",308374,-1,-1,3142,"none",0
"291935","308369","5.4","1186",825,1150,2,"Pakistan",308375,-1,-1,3142,"none",0
"291936","308370","5.5","1186",825,1150,2,"Pakistan",308376,-1,-1,3142,"none",0
"291937","308371","5.6","1186",825,1150,2,"Pakistan",308377,-1,-1,3142,"none",0
"291944","308378","7.1","1186",825,1150,2,"Pakistan",308384,-1,-1,3142,"none",0
"291945","308379","7.2","1186",825,1150,2,"Pakistan",308385,-1,-1,3142,"none",0
"291946","308380","7.3","1186",825,1150,2,"Pakistan",308386,-1,-1,3142,"none",0
"291947","308381","7.4","1186",825,1150,2,"Pakistan",308387,-1,-1,3142,"none",0
"291948","308382","7.5","1186",825,1150,2,"Pakistan",308388,-1,-1,3142,"none",0
"291949","308383","7.6","1186",825,1150,2,"Pakistan",308389,-1,-1,3142,"none",0
"291956","308390","9.1","1186",825,1150,2,"Pakistan",308396,-1,-1,3142,"none",0
"291957","308391","9.2","1186",825,1150,2,"Pakistan",308397,-1,-1,3142,"none",0
"291958","308392","9.3","1186",825,1150,2,"Pakistan",308398,-1,-1,3142,"none",0
"291962","308396","10.1","1186",1769,1150,2,"Pakistan",308402,-1,-1,3142,"none",0
"291963","308397","10.2","1186",1769,1150,2,"Pakistan",308403,-1,-1,3142,"none",0
"291964","308398","10.3","1186",1769,1150,2,"Pakistan",308404,-1,-1,3142,"none",0
"291966","308400","10.5","1186",1769,1150,2,"Pakistan",308406,-1,-1,3142,"none",0
"291967","308401","10.6","1186",1769,1150,2,"Pakistan",308407,-1,-1,3142,"none",0
"291969","308403","11.2","1186",825,1150,2,"Pakistan",308409,-1,-1,3142,"none",0
"291970","308404","11.3","1186",825,1150,2,"Pakistan",308410,-1,-1,3142,"none",0
"291971","308405","11.4","1186",825,1150,2,"Pakistan",308411,-1,-1,3142,"none",0
"291972","308406","11.5","1186",825,1150,2,"Pakistan",308412,-1,-1,3142,"none",0
"291973","308407","11.6","1186",825,1150,2,"Pakistan",308413,-1,-1,3142,"none",0
"291978","308412","12.5","1186",1769,1150,2,"Pakistan",308418,-1,-1,3142,"none",0
"291979","308413","12.6","1186",1769,1150,2,"Pakistan",308419,-1,-1,3142,"none",0
"291980","308414","13.1","1186",825,1150,2,"Pakistan",308420,-1,-1,3142,"none",0
"291981","308415","13.2","1186",825,1150,2,"Pakistan",308421,-1,-1,3142,"none",0
"291982","308416","13.3","1186",825,1150,2,"Pakistan",308422,-1,-1,3142,"none",0
"291985","308419","13.6","1186",825,1150,2,"Pakistan",308425,-1,-1,3142,"none",0
"291990","308424","14.5","1186",1769,1150,2,"Pakistan",308430,-1,-1,3142,"none",0
"291991","308425","14.6","1186",1769,1150,2,"Pakistan",308431,-1,-1,3142,"none",0
"291992","308426","15.1","1186",1752,1150,2,"Pakistan",308432,-1,-1,3142,"none",0
"291993","308427","15.2","1186",1752,1150,2,"Pakistan",308433,-1,-1,3142,"none",0
"291994","308428","15.3","1186",1752,1150,2,"Pakistan",308434,-1,-1,3142,"none",0
"291995","308429","15.4","1186",1752,1150,2,"Pakistan",308435,-1,-1,3142,"none",0
"291996","308430","15.5","1186",1752,1150,2,"Pakistan",308436,-1,-1,3142,"none",0
"291997","308431","15.6","1186",1752,1150,2,"Pakistan",308437,-1,-1,3142,"none",0
"292000","308434","16.3","1186",222,1150,2,"Pakistan",308440,-1,-1,3142,"none",0
"292001","308435","16.4","1186",222,1150,2,"Pakistan",308441,-1,-1,3142,"none",0
"292004","308438","17.1","1186",1752,1150,2,"Pakistan",308444,-1,-1,3142,"none",0
"292005","308439","17.2","1186",1752,1150,2,"Pakistan",308445,-1,-1,3142,"none",0
"292006","308440","17.3","1186",1752,1150,2,"Pakistan",308446,-1,-1,3142,"none",0
"292007","308441","17.4","1186",1752,1150,2,"Pakistan",308447,-1,-1,3142,"none",0
"292008","308442","17.5","1186",1752,1150,2,"Pakistan",308448,-1,-1,3142,"none",0
"292009","308443","17.6","1186",1752,1150,2,"Pakistan",308449,-1,-1,3142,"none",0
"292016","308450","19.1","1186",1752,1150,2,"Pakistan",308456,-1,-1,3142,"none",0
"292017","308451","19.2","1186",1752,1150,2,"Pakistan",308457,-1,-1,3142,"none",0
"292022","308456","20.1","1186",222,1150,2,"Pakistan",308462,-1,-1,3142,"none",0
"292024","308458","20.3","1186",222,1150,2,"Pakistan",308464,-1,-1,3142,"none",0
"293885","310319","1.1","1186",2120,1150,2,"Pakistan",310325,-1,-1,3139,"none",0
"293886","310320","1.2","1186",2120,1150,2,"Pakistan",310326,-1,-1,3139,"none",0
"293887","310321","1.3","1186",2120,1150,2,"Pakistan",310327,-1,-1,3139,"none",0
"293889","310323","1.5","1186",2120,1150,2,"Pakistan",310329,-1,-1,3139,"none",0
"293890","310324","1.6","1186",2120,1150,2,"Pakistan",310330,11432,-1,3139,"none",0
"293891","310325","1.6","1186",2120,1150,2,"Pakistan",310331,-1,-1,3139,"none",0
"293893","310327","2.2","1186",2047,1150,2,"Pakistan",310333,-1,-1,3139,"none",0
"293894","310328","2.3","1186",2047,1150,2,"Pakistan",310334,-1,-1,3139,"none",0
"293895","310329","2.4","1186",2047,1150,2,"Pakistan",310335,-1,8318,3139,"none",0
"297599","314033","0.1","1186",833,525,2,"Pakistan",314039,-1,-1,3132,"none",0
"297600","314034","0.2","1186",833,525,2,"Pakistan",314040,-1,-1,3132,"none",0
"297601","314035","0.3","1186",833,525,2,"Pakistan",314041,-1,-1,3132,"none",0
"297602","314036","0.4","1186",833,525,2,"Pakistan",314042,-1,-1,3132,"none",0
"297603","314037","0.5","1186",833,525,2,"Pakistan",314043,-1,-1,3132,"none",0
"297604","314038","0.6","1186",833,525,2,"Pakistan",314044,-1,-1,3132,"none",0
"297611","314045","2.1","1186",833,525,2,"Pakistan",314051,-1,-1,3132,"none",0
"297612","314046","2.2","1186",833,525,2,"Pakistan",314052,-1,-1,3132,"none",0
"297613","314047","2.3","1186",833,525,2,"Pakistan",314053,-1,-1,3132,"none",0
"297619","314053","3.1","1186",1879,525,2,"Pakistan",314059,-1,-1,3132,"none",0
"297620","314054","3.2","1186",1879,525,2,"Pakistan",314060,11558,-1,3132,"none",0
"297621","314055","3.2","1186",1879,525,2,"Pakistan",314061,-1,-1,3132,"none",0
"297626","314060","4.1","1186",833,733,2,"Pakistan",314066,-1,-1,3132,"none",0
"297627","314061","4.2","1186",833,733,2,"Pakistan",314067,11559,-1,3132,"none",0
"297628","314062","4.2","1186",833,733,2,"Pakistan",314068,-1,-1,3132,"none",0
"297629","314063","4.3","1186",833,733,2,"Pakistan",314069,-1,-1,3132,"none",0
"297630","314064","4.4","1186",833,733,2,"Pakistan",314070,-1,-1,3132,"none",0
"297631","314065","4.5","1186",833,733,2,"Pakistan",314071,-1,-1,3132,"none",0
"297632","314066","4.6","1186",833,733,2,"Pakistan",314072,-1,-1,3132,"none",0
"297639","314073","6.1","1186",1898,733,2,"Pakistan",314079,-1,-1,3132,"none",0
"297640","314074","6.2","1186",1898,733,2,"Pakistan",314080,-1,-1,3132,"none",0
"297641","314075","6.3","1186",1898,733,2,"Pakistan",314081,-1,-1,3132,"none",0
"297642","314076","6.4","1186",1898,733,2,"Pakistan",314082,-1,-1,3132,"none",0
"297643","314077","6.5","1186",1898,733,2,"Pakistan",314083,-1,-1,3132,"none",0
"297644","314078","6.6","1186",1898,733,2,"Pakistan",314084,-1,-1,3132,"none",0
"297648","314082","7.4","1186",1879,733,2,"Pakistan",314088,-1,-1,3132,"none",0
"297651","314085","8.1","1186",1898,733,2,"Pakistan",314091,-1,-1,3132,"none",0
"297657","314091","9.1","1186",1848,733,2,"Pakistan",314097,-1,-1,3132,"none",0
"297658","314092","9.2","1186",1848,733,2,"Pakistan",314098,-1,-1,3132,"none",0
"297659","314093","9.3","1186",1848,733,2,"Pakistan",314099,-1,-1,3132,"none",0
"297662","314096","9.6","1186",1848,733,2,"Pakistan",314102,-1,-1,3132,"none",0
"297666","314100","10.4","1186",1898,733,2,"Pakistan",314106,-1,-1,3132,"none",0
"297667","314101","10.5","1186",1898,733,2,"Pakistan",314107,-1,-1,3132,"none",0
"297668","314102","10.6","1186",1898,733,2,"Pakistan",314108,-1,-1,3132,"none",0
"297669","314103","11.1","1186",1848,733,2,"Pakistan",314109,-1,-1,3132,"none",0
"297671","314105","11.3","1186",1848,733,2,"Pakistan",314111,-1,-1,3132,"none",0
"297674","314108","11.6","1186",1848,733,2,"Pakistan",314114,-1,-1,3132,"none",0
"297677","314111","12.3","1186",1898,733,2,"Pakistan",314117,-1,-1,3132,"none",0
"297679","314113","12.5","1186",1898,733,2,"Pakistan",314119,-1,-1,3132,"none",0
"297680","314114","12.6","1186",1898,733,2,"Pakistan",314120,-1,-1,3132,"none",0
"297682","314116","13.2","1186",1848,733,2,"Pakistan",314122,-1,-1,3132,"none",0
"297683","314117","13.3","1186",1848,733,2,"Pakistan",314123,-1,-1,3132,"none",0
"297684","314118","13.4","1186",1848,733,2,"Pakistan",314124,-1,-1,3132,"none",0
"297685","314119","13.5","1186",1848,733,2,"Pakistan",314125,-1,-1,3132,"none",0
"297689","314123","14.3","1186",1813,733,2,"Pakistan",314129,-1,-1,3132,"none",0
"297690","314124","14.4","1186",1813,733,2,"Pakistan",314130,-1,-1,3132,"none",0
"297691","314125","14.5","1186",1813,733,2,"Pakistan",314131,-1,-1,3132,"none",0
"297693","314127","15.1","1186",1848,733,2,"Pakistan",314133,-1,-1,3132,"none",0
"297695","314129","15.3","1186",1848,733,2,"Pakistan",314135,-1,-1,3132,"none",0
"297697","314131","15.5","1186",1848,733,2,"Pakistan",314137,-1,-1,3132,"none",0
"297702","314136","16.4","1186",1813,733,2,"Pakistan",314142,-1,-1,3132,"none",0
"297703","314137","16.5","1186",1813,733,2,"Pakistan",314143,-1,-1,3132,"none",0
"297705","314139","17.1","1186",1848,733,2,"Pakistan",314145,-1,-1,3132,"none",0
"297706","314140","17.2","1186",1848,733,2,"Pakistan",314146,-1,-1,3132,"none",0
"297707","314141","17.3","1186",1848,733,2,"Pakistan",314147,-1,-1,3132,"none",0
"297712","314146","18.2","1186",1813,733,2,"Pakistan",314152,-1,-1,3132,"none",0
"297713","314147","18.3","1186",1813,733,2,"Pakistan",314153,-1,-1,3132,"none",0
"297716","314150","18.6","1186",1813,733,2,"Pakistan",314156,-1,-1,3132,"none",0
"297724","314158","20.1","1186",1813,733,2,"Pakistan",314164,-1,-1,3132,"none",0
"297727","314161","20.3","1186",1813,733,2,"Pakistan",314167,-1,-1,3132,"none",0
"297729","314163","20.5","1186",1813,733,2,"Pakistan",314169,-1,-1,3132,"none",0
"297730","314164","20.6","1186",1813,733,2,"Pakistan",314170,-1,-1,3132,"none",0
"297731","314165","21.1","1186",1879,733,2,"Pakistan",314171,11562,-1,3132,"none",0
"297732","314166","21.1","1186",1879,733,2,"Pakistan",314172,-1,-1,3132,"none",0
"297733","314167","21.2","1186",1879,733,2,"Pakistan",314173,-1,-1,3132,"none",0
"297736","314170","21.5","1186",1879,733,2,"Pakistan",314176,-1,-1,3132,"none",0
"297737","314171","21.6","1186",1879,733,2,"Pakistan",314177,-1,-1,3132,"none",0
"297739","314173","22.2","1186",1898,733,2,"Pakistan",314179,-1,8429,3132,"none",0
"302231","318665","0.1","1186",982,525,2,"Pakistan",318671,-1,-1,3123,"none",0
"302232","318666","0.2","1186",982,525,2,"Pakistan",318672,-1,-1,3123,"none",0
"302233","318667","0.3","1186",982,525,2,"Pakistan",318673,-1,-1,3123,"none",0
"302234","318668","0.4","1186",982,525,2,"Pakistan",318674,-1,-1,3123,"none",0
"302237","318671","1.1","1186",230,525,2,"Pakistan",318677,-1,-1,3123,"none",0
"302238","318672","1.2","1186",230,525,2,"Pakistan",318678,-1,8551,3123,"none",0
"305094","321528","0.1","1186",1156,525,1,"Pakistan",321534,-1,-1,3116,"none",0
"305095","321529","0.2","1186",1156,525,1,"Pakistan",321535,11828,-1,3116,"none",0
"305097","321531","0.3","1186",1156,525,1,"Pakistan",321537,-1,-1,3116,"none",0
"305098","321532","0.4","1186",1156,525,1,"Pakistan",321538,-1,-1,3116,"none",0
"305099","321533","0.5","1186",1156,525,1,"Pakistan",321539,11829,-1,3116,"none",0
"305101","321535","1.1","1186",164,525,1,"Pakistan",321541,-1,-1,3116,"none",0
"305102","321536","1.2","1186",164,525,1,"Pakistan",321542,-1,-1,3116,"none",0
"305103","321537","1.3","1186",164,525,1,"Pakistan",321543,-1,-1,3116,"none",0
"305104","321538","1.4","1186",164,525,1,"Pakistan",321544,-1,-1,3116,"none",0
"305105","321539","1.5","1186",164,525,1,"Pakistan",321545,-1,-1,3116,"none",0
"305107","321541","2.1","1186",1156,525,1,"Pakistan",321547,-1,-1,3116,"none",0
"305113","321547","3.1","1186",164,525,1,"Pakistan",321553,-1,8635,3116,"none",0
"308845","325279","1.5","1186",236,525,1,"Pakistan",325285,-1,-1,3109,"none",0
"308846","325280","1.6","1186",236,525,1,"Pakistan",325286,-1,-1,3109,"none",0
"308853","325287","3.1","1186",236,525,1,"Pakistan",325293,-1,-1,3109,"none",0
"308854","325288","3.2","1186",236,525,1,"Pakistan",325294,-1,-1,3109,"none",0
"308855","325289","3.3","1186",236,525,1,"Pakistan",325295,-1,-1,3109,"none",0
"308856","325290","3.4","1186",236,525,1,"Pakistan",325296,-1,-1,3109,"none",0
"308857","325291","3.5","1186",236,525,1,"Pakistan",325297,-1,-1,3109,"none",0
"308859","325293","4.1","1186",1532,525,1,"Pakistan",325299,-1,-1,3109,"none",0
"308863","325297","4.5","1186",1532,525,1,"Pakistan",325303,-1,-1,3109,"none",0
"308864","325298","4.6","1186",1532,525,1,"Pakistan",325304,-1,-1,3109,"none",0
"308869","325303","5.5","1186",236,1150,1,"Pakistan",325309,-1,-1,3109,"none",0
"308870","325304","5.6","1186",236,1150,1,"Pakistan",325310,-1,-1,3109,"none",0
"308872","325306","6.2","1186",1532,1150,1,"Pakistan",325312,-1,-1,3109,"none",0
"308873","325307","6.3","1186",1532,1150,1,"Pakistan",325313,-1,-1,3109,"none",0
"308874","325308","6.4","1186",1532,1150,1,"Pakistan",325314,-1,-1,3109,"none",0
"308875","325309","6.5","1186",1532,1150,1,"Pakistan",325315,-1,-1,3109,"none",0
"308876","325310","6.6","1186",1532,1150,1,"Pakistan",325316,-1,-1,3109,"none",0
"308887","325321","8.5","1186",1532,1150,1,"Pakistan",325327,-1,-1,3109,"none",0
"308889","325323","9.1","1186",236,1150,1,"Pakistan",325329,-1,-1,3109,"none",0
"308890","325324","9.2","1186",236,1150,1,"Pakistan",325330,-1,-1,3109,"none",0
"308891","325325","9.3","1186",236,1150,1,"Pakistan",325331,-1,-1,3109,"none",0
"308892","325326","9.4","1186",236,1150,1,"Pakistan",325332,-1,-1,3109,"none",0
"308893","325327","9.5","1186",236,1150,1,"Pakistan",325333,-1,-1,3109,"none",0
"308894","325328","9.6","1186",236,1150,1,"Pakistan",325334,-1,-1,3109,"none",0
"308900","325334","10.6","1186",1551,1150,1,"Pakistan",325340,-1,-1,3109,"none",0
"308905","325339","11.4","1186",1532,1150,1,"Pakistan",325345,-1,-1,3109,"none",0
"308906","325340","11.5","1186",1532,1150,1,"Pakistan",325346,-1,-1,3109,"none",0
"308908","325342","12.1","1186",1551,1150,1,"Pakistan",325348,-1,-1,3109,"none",0
"308910","325344","12.3","1186",1551,1150,1,"Pakistan",325350,-1,-1,3109,"none",0
"308911","325345","12.4","1186",1551,1150,1,"Pakistan",325351,-1,-1,3109,"none",0
"308914","325348","13.1","1186",1545,1150,1,"Pakistan",325354,-1,8752,3109,"none",0
"311076","327510","0.1","1186",375,525,1,"Pakistan",327516,-1,-1,3105,"none",0
"311077","327511","0.2","1186",375,525,1,"Pakistan",327517,-1,-1,3105,"none",0
"311078","327512","0.3","1186",375,525,1,"Pakistan",327518,-1,-1,3105,"none",0
"311079","327513","0.4","1186",375,525,1,"Pakistan",327519,-1,-1,3105,"none",0
"311080","327514","0.5","1186",375,525,1,"Pakistan",327520,-1,-1,3105,"none",0
"311081","327515","0.6","1186",375,525,1,"Pakistan",327521,-1,-1,3105,"none",0
"311084","327518","1.3","1186",630,525,1,"Pakistan",327524,-1,-1,3105,"none",0
"311088","327522","2.1","1186",375,525,1,"Pakistan",327528,-1,-1,3105,"none",0
"311089","327523","2.2","1186",375,525,1,"Pakistan",327529,-1,-1,3105,"none",0
"311090","327524","2.3","1186",375,525,1,"Pakistan",327530,-1,-1,3105,"none",0
"311091","327525","2.4","1186",375,525,1,"Pakistan",327531,-1,-1,3105,"none",0
"311092","327526","2.5","1186",375,525,1,"Pakistan",327532,-1,-1,3105,"none",0
"311093","327527","2.6","1186",375,525,1,"Pakistan",327533,-1,-1,3105,"none",0
"311100","327534","4.1","1186",375,525,1,"Pakistan",327540,-1,-1,3105,"none",0
"311101","327535","4.2","1186",375,525,1,"Pakistan",327541,-1,-1,3105,"none",0
"311102","327536","4.3","1186",375,525,1,"Pakistan",327542,-1,-1,3105,"none",0
"311103","327537","4.4","1186",375,525,1,"Pakistan",327543,-1,-1,3105,"none",0
"311104","327538","4.5","1186",375,525,1,"Pakistan",327544,-1,-1,3105,"none",0
"311105","327539","4.6","1186",375,525,1,"Pakistan",327545,-1,-1,3105,"none",0
"311108","327542","5.3","1186",630,525,1,"Pakistan",327548,-1,8813,3105,"none",0
"319840","336274","1.2","1186",2157,1150,2,"Pakistan",336280,-1,-1,3047,"none",0
"319842","336276","1.4","1186",2157,1150,2,"Pakistan",336282,-1,-1,3047,"none",0
"319843","336277","1.5","1186",2157,1150,2,"Pakistan",336283,-1,-1,3047,"none",0
"319844","336278","1.6","1186",2157,1150,2,"Pakistan",336284,-1,-1,3047,"none",0
"319845","336279","2.1","1186",2177,1150,2,"Pakistan",336285,-1,-1,3047,"none",0
"319846","336280","2.2","1186",2177,1150,2,"Pakistan",336286,-1,-1,3047,"none",0
"319847","336281","2.3","1186",2177,1150,2,"Pakistan",336287,-1,-1,3047,"none",0
"319848","336282","2.4","1186",2177,1150,2,"Pakistan",336288,-1,-1,3047,"none",0
"319849","336283","2.5","1186",2177,1150,2,"Pakistan",336289,-1,-1,3047,"none",0
"319850","336284","2.6","1186",2177,1150,2,"Pakistan",336290,-1,-1,3047,"none",0
"319855","336289","3.5","1186",2157,1150,2,"Pakistan",336295,-1,-1,3047,"none",0
"319856","336290","3.6","1186",2157,1150,2,"Pakistan",336296,-1,-1,3047,"none",0
"319862","336296","4.6","1186",2,1150,2,"Pakistan",336302,-1,-1,3047,"none",0
"319869","336303","6.1","1186",2,1150,2,"Pakistan",336309,-1,-1,3047,"none",0
"319870","336304","6.2","1186",2,1150,2,"Pakistan",336310,-1,-1,3047,"none",0
"319871","336305","6.3","1186",2,1150,2,"Pakistan",336311,-1,-1,3047,"none",0
"319872","336306","6.4","1186",2,1150,2,"Pakistan",336312,-1,-1,3047,"none",0
"319873","336307","6.5","1186",2,1150,2,"Pakistan",336313,-1,-1,3047,"none",0
"319874","336308","6.6","1186",2,1150,2,"Pakistan",336314,-1,-1,3047,"none",0
"319882","336316","8.1","1186",2,1150,2,"Pakistan",336322,-1,-1,3047,"none",0
"319883","336317","8.2","1186",2,1150,2,"Pakistan",336323,-1,-1,3047,"none",0
"319884","336318","8.3","1186",2,1150,2,"Pakistan",336324,-1,-1,3047,"none",0
"319885","336319","8.4","1186",2,1150,2,"Pakistan",336325,-1,-1,3047,"none",0
"319886","336320","8.5","1186",2,1150,2,"Pakistan",336326,-1,-1,3047,"none",0
"319887","336321","8.6","1186",2,1150,2,"Pakistan",336327,-1,-1,3047,"none",0
"319888","336322","9.1","1186",2157,1150,2,"Pakistan",336328,-1,-1,3047,"none",0
"319889","336323","9.2","1186",2157,1150,2,"Pakistan",336329,-1,-1,3047,"none",0
"319890","336324","9.3","1186",2157,1150,2,"Pakistan",336330,-1,-1,3047,"none",0
"319891","336325","9.4","1186",2157,1150,2,"Pakistan",336331,-1,-1,3047,"none",0
"319892","336326","9.5","1186",2157,1150,2,"Pakistan",336332,-1,-1,3047,"none",0
"319893","336327","9.6","1186",2157,1150,2,"Pakistan",336333,-1,-1,3047,"none",0
"319896","336330","10.3","1186",2,1150,2,"Pakistan",336336,-1,-1,3047,"none",0
"319897","336331","10.4","1186",2,1150,2,"Pakistan",336337,12443,-1,3047,"none",0
"319898","336332","10.4","1186",2,1150,2,"Pakistan",336338,-1,-1,3047,"none",0
"319899","336333","10.5","1186",2,1150,2,"Pakistan",336339,-1,-1,3047,"none",0
"319901","336335","11.1","1186",2157,1150,2,"Pakistan",336341,-1,-1,3047,"none",0
"319903","336337","11.3","1186",2157,1150,2,"Pakistan",336343,-1,-1,3047,"none",0
"319904","336338","11.4","1186",2157,1150,2,"Pakistan",336344,-1,-1,3047,"none",0
"319905","336339","11.5","1186",2157,1150,2,"Pakistan",336345,-1,-1,3047,"none",0
"319906","336340","11.6","1186",2157,1150,2,"Pakistan",336346,-1,-1,3047,"none",0
"319908","336342","12.2","1186",2,1150,2,"Pakistan",336348,-1,-1,3047,"none",0
"319909","336343","12.3","1186",2,1150,2,"Pakistan",336349,-1,-1,3047,"none",0
"319910","336344","12.4","1186",2,1150,2,"Pakistan",336350,-1,9041,3047,"none",0
"320061","336495","0.4","1186",2177,1150,1,"Pakistan",336501,-1,-1,3046,"none",0
"320062","336496","0.5","1186",2177,1150,1,"Pakistan",336502,12447,-1,3046,"none",0
"320064","336498","1.1","1186",2157,1150,1,"Pakistan",336504,-1,-1,3046,"none",0
"320065","336499","1.2","1186",2157,1150,1,"Pakistan",336505,-1,-1,3046,"none",0
"320066","336500","1.3","1186",2157,1150,1,"Pakistan",336506,-1,-1,3046,"none",0
"320067","336501","1.4","1186",2157,1150,1,"Pakistan",336507,-1,-1,3046,"none",0
"320070","336504","2.1","1186",2177,1150,1,"Pakistan",336510,-1,-1,3046,"none",0
"320071","336505","2.2","1186",2177,1150,1,"Pakistan",336511,-1,-1,3046,"none",0
"320072","336506","2.3","1186",2177,1150,1,"Pakistan",336512,-1,-1,3046,"none",0
"320073","336507","2.4","1186",2177,1150,1,"Pakistan",336513,-1,-1,3046,"none",0
"320074","336508","2.5","1186",2177,1150,1,"Pakistan",336514,-1,-1,3046,"none",0
"320075","336509","2.6","1186",2177,1150,1,"Pakistan",336515,-1,-1,3046,"none",0
"320076","336510","3.1","1186",2157,1150,1,"Pakistan",336516,-1,-1,3046,"none",0
"320077","336511","3.2","1186",2157,1150,1,"Pakistan",336517,-1,-1,3046,"none",0
"320078","336512","3.3","1186",2157,1150,1,"Pakistan",336518,-1,-1,3046,"none",0
"320081","336515","3.6","1186",2157,1150,1,"Pakistan",336521,-1,-1,3046,"none",0
"320088","336522","5.1","1186",2157,1150,1,"Pakistan",336528,-1,-1,3046,"none",0
"320089","336523","5.2","1186",2157,1150,1,"Pakistan",336529,-1,-1,3046,"none",0
"320090","336524","5.3","1186",2157,1150,1,"Pakistan",336530,-1,-1,3046,"none",0
"320091","336525","5.4","1186",2157,1150,1,"Pakistan",336531,-1,-1,3046,"none",0
"320094","336528","6.1","1186",2177,1150,1,"Pakistan",336534,-1,-1,3046,"none",0
"320095","336529","6.2","1186",2177,1150,1,"Pakistan",336535,-1,-1,3046,"none",0
"320096","336530","6.3","1186",2177,1150,1,"Pakistan",336536,-1,-1,3046,"none",0
"320097","336531","6.4","1186",2177,1150,1,"Pakistan",336537,-1,-1,3046,"none",0
"320098","336532","6.5","1186",2177,1150,1,"Pakistan",336538,-1,-1,3046,"none",0
"320099","336533","6.6","1186",2177,1150,1,"Pakistan",336539,-1,-1,3046,"none",0
"320101","336535","7.2","1186",2,1150,1,"Pakistan",336541,-1,-1,3046,"none",0
"320102","336536","7.3","1186",2,1150,1,"Pakistan",336542,-1,-1,3046,"none",0
"320103","336537","7.4","1186",2,1150,1,"Pakistan",336543,-1,-1,3046,"none",0
"320104","336538","7.5","1186",2,1150,1,"Pakistan",336544,-1,-1,3046,"none",0
"320113","336547","9.1","1186",2,1150,1,"Pakistan",336553,-1,-1,3046,"none",0
"320114","336548","9.2","1186",2,1150,1,"Pakistan",336554,-1,-1,3046,"none",0
"320115","336549","9.3","1186",2,1150,1,"Pakistan",336555,-1,-1,3046,"none",0
"320116","336550","9.4","1186",2,1150,1,"Pakistan",336556,-1,-1,3046,"none",0
"320117","336551","9.5","1186",2,1150,1,"Pakistan",336557,-1,-1,3046,"none",0
"320118","336552","9.6","1186",2,1150,1,"Pakistan",336558,-1,-1,3046,"none",0
"320119","336553","10.1","1186",2157,1150,1,"Pakistan",336559,-1,-1,3046,"none",0
"320120","336554","10.2","1186",2157,1150,1,"Pakistan",336560,-1,-1,3046,"none",0
"320121","336555","10.3","1186",2157,1150,1,"Pakistan",336561,12450,-1,3046,"none",0
"320123","336557","10.5","1186",2157,1150,1,"Pakistan",336563,-1,-1,3046,"none",0
"320124","336558","10.6","1186",2157,1150,1,"Pakistan",336564,-1,-1,3046,"none",0
"320127","336561","11.3","1186",2,1150,1,"Pakistan",336567,-1,-1,3046,"none",0
"320128","336562","11.4","1186",2,1150,1,"Pakistan",336568,-1,-1,3046,"none",0
"320129","336563","11.5","1186",2,1150,1,"Pakistan",336569,-1,-1,3046,"none",0
"320130","336564","11.6","1186",2,1150,1,"Pakistan",336570,-1,-1,3046,"none",0
"320132","336566","12.2","1186",2157,1150,1,"Pakistan",336572,-1,-1,3046,"none",0
"320133","336567","12.3","1186",2157,1150,1,"Pakistan",336573,-1,-1,3046,"none",0
"320134","336568","12.4","1186",2157,1150,1,"Pakistan",336574,-1,-1,3046,"none",0
"320135","336569","12.5","1186",2157,1150,1,"Pakistan",336575,-1,-1,3046,"none",0
"320137","336571","13.1","1186",2,1150,1,"Pakistan",336577,-1,-1,3046,"none",0
"320143","336577","14.1","1186",2157,733,1,"Pakistan",336583,-1,-1,3046,"none",0
"320144","336578","14.2","1186",2157,733,1,"Pakistan",336584,-1,-1,3046,"none",0
"320145","336579","14.3","1186",2157,733,1,"Pakistan",336585,-1,-1,3046,"none",0
"320146","336580","14.4","1186",2157,733,1,"Pakistan",336586,12451,-1,3046,"none",0
"320149","336583","15.1","1186",2,733,1,"Pakistan",336589,-1,-1,3046,"none",0
"320150","336584","15.2","1186",2,733,1,"Pakistan",336590,-1,-1,3046,"none",0
"320151","336585","15.3","1186",2,733,1,"Pakistan",336591,-1,-1,3046,"none",0
"320152","336586","15.4","1186",2,733,1,"Pakistan",336592,-1,-1,3046,"none",0
"320156","336590","16.2","1186",241,733,1,"Pakistan",336596,-1,-1,3046,"none",0
"320158","336592","16.4","1186",241,733,1,"Pakistan",336598,-1,-1,3046,"none",0
"320159","336593","16.5","1186",241,733,1,"Pakistan",336599,-1,-1,3046,"none",0
"320161","336595","17.1","1186",2,733,1,"Pakistan",336601,-1,-1,3046,"none",0
"320162","336596","17.2","1186",2,733,1,"Pakistan",336602,-1,-1,3046,"none",0
"320166","336600","17.6","1186",2,733,1,"Pakistan",336606,-1,-1,3046,"none",0
"320169","336603","18.3","1186",241,733,1,"Pakistan",336609,-1,-1,3046,"none",0
"320170","336604","18.4","1186",241,733,1,"Pakistan",336610,-1,-1,3046,"none",0
"320173","336607","19.1","1186",155,733,1,"Pakistan",336613,-1,-1,3046,"none",0
"320174","336608","19.2","1186",155,733,1,"Pakistan",336614,-1,-1,3046,"none",0
"320175","336609","19.3","1186",155,733,1,"Pakistan",336615,-1,-1,3046,"none",0
